구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량,리뷰내용_length
gmlw******,2020-09-23 05:37:31.334000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"아직 타보진 않앗지만 튼튼해보여요! 
산책용으로 좋울 것 같네요!",5,1,36
s384*****,2020-10-02 02:02:22.676000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"엄마드릴려고  주문했는데 
맘놓고  사용할수있는  본인꺼 생겼다고  좋아하시네요~^^#",4,1,48
rp****,2020-10-15 02:48:39.027000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,깔끔하고 손잡이가 접혀서 편하고 좋습니다.  보호자 손잡이 브레이크도 편리하네요.,4,1,45
thyj******,2020-10-22 01:07:10.084000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,할머니가 요양병원에서 사용하시기위해 구매했는데 매우 만족해 하십니다,4,1,37
dude****,2020-10-15 10:42:11.866000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,예상보다 훨씬 튼튼하고 고급스러웠어요. 조립 걱정없이 펼치기만 하면 되서 더 좋았습니다!,5,1,49
feel******,2020-10-13 14:00:31.861000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"엄마가 다리수술 하셔서 구매했는데 좋네요
여자 혼자 들기에는 좀 힘들긴한데 많이 무거운편은 아니에요
잘쓸께요~",5,1,61
ibro***,2020-10-17 16:28:50.667000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,회전도 부드럽게 잘 되고 무게도 여자 보호자가 이동하기에도 괜찮습니다,5,1,38
omj0***,2020-10-13 11:10:50.725000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,아직 사용은 안해봤지만 차 트렁크에도 무난하게 들어갈것같고 앉아보니 완전 편하지는 않아도 경량치고 나쁘지 않습니다,4,1,63
ch****,2020-10-17 03:10:36.289000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"경량이라 그런지 다른 휠체어보다 조금 더 가볍네요
그리고 등받이 부분이 접혀서 차에 실을때도 편합니다",4,1,56
park*****,2020-10-11 09:11:43.210000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,브레이크 거는 장치가 너무 뻑뻑한것 빼곤 만족합니다..판매처 사장님 친절하시네요~,5,1,45
ki****,2020-10-10 07:32:44.608000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"가벼워서 차에 적재가  쉬워요.
오래사용 안하고  빨리 퀘차하셨으면합니다
제품은 좋아요",5,1,48
shcc****,2020-10-11 11:06:11.462000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,다리불편한 엄마 쓰기 딱 좋네요~~가볍고 튼튼해 보입니다~~!!,5,1,35
yg****,2020-10-12 00:45:19.610000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가볍고 좋아요. 암으로 투병중인 어머니가 쓰시기에 좋은것같네요.,5,1,35
kaky*******,2020-09-18 13:09:05.316000+00:00,옵션/색상 선택해주세요: (옵션3) E2,금액대비 좋아요. 엄마도 편하시다네요. 내구성은 아직 모르겠네요. 한달쓴다음~~,5,1,44
euiy****,2020-09-23 00:35:10.265000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"요양원에 계시는 어머님께 보내 드렸어요. 많이 좋아하시네요. 일단, 가격대비 가볍고 튼튼합니다. 다만, 브레이크 손잡이가 많이 뻑뻑한데 이건 타면 탈수록 조금씩 느슨해 진다니 참고하세요. 사진은 요양원에 바로 보내서 못 찍었어요.",5,1,128
alma***,2020-08-27 02:33:25+00:00,옵션/색상 선택해주세요: (옵션2) E1 군청색,사실 포장만 뜯어서 제대로된 리뷰는 아니지만 보기에 괜찮아 보입니다. 튼튼해보이고 앉아서 굴려보니 잘굴러가고 좋아요. 성인 남자가 트렁크에 싣는건 괜찮은데 어머니가 들기에는 그래도 무겁긴 해보이네요.,5,1,111
syho***,2020-10-12 04:49:25.279000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,엄마께서 병원에서 사용하셔요.좋다고 하시네요.잘 사용하겠습니다.,4,1,35
eunc****,2020-10-10 05:31:39.527000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,사이즈가 맘에 듭니다. 소형차인데 뒤 트렁크에 딱 맞게 들어가네요,4,1,36
inal****,2020-08-25 02:37:35+00:00,옵션/색상 선택해주세요: (옵션3) E2,동사무소에서 무료로 빌려주는거 한달 쓰다가 사용기한이 오래될꺼같아 하나 구매했어요. 일반 병원에서 쓰는 휠체어보단 가볍긴 하지만 그래도 휠체어다보니 무게가 좀 됩니다. 미는쪽 손잡이 양쪽에 브레이크가 있어서 엄청 유용하게 쓰고있어요! 내리막길 내려갈때 완전 잘쓰임.,5,1,148
nbtr****,2020-09-07 00:26:58.254000+00:00,옵션/색상 선택해주세요: (옵션3) E2,여기저기알아보고 여기가 리뷰도많아서 구입했는데 정말 제품이 괜찮은것같아요. 차에도 여유있게 잘들어가요.,4,1,57
bj****,2020-10-03 01:43:34.681000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,판매자가 확실하게 응대 해줍니다. 급히 구매하게 되었는데 과정이 매끄러워요. 좋습니다.,4,1,48
woor*********,2020-09-07 06:48:34.334000+00:00,옵션/색상 선택해주세요: (옵션3) E2,엄마가 센터에서  사용하기위해  첨으로  구매하고  넘  사용 편리하여  아빠꺼  까지  구매완료...병원  통원용으로  사용  잘  하고  있습니다...가격대비  기능  사용편리   진짜  100 프로  만족  스러운  제품입니다...사장님도  넘  친절하시고 설명도  잘  해주십니다...첨으로  휠체어  알아보시는분들  여기  이용하심  후회  없으실듯  해요...,5,1,207
pjhj*******,2020-10-08 05:52:58.993000+00:00,옵션/색상 선택해주세요: (옵션3) E2,"이가격에 이정도  휠체어 어디서도 못구해요
아주만족합니다",5,1,31
pure*****,2020-09-22 03:14:44.524000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,가격 대비 품질 대만족입니다. 어머니가 거동이 불편해서 구청에서 무료 대여를 알아봤는데 코로나 때문에 현재는 안된다고 해서 구매했는데 잘 산 것 같아요.,5,1,85
mbc1***,2020-09-28 00:36:57.550000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"잘 받았습니다. 
가격대비 좋은거같네요 가볍고  잘쓰겠습니다",5,1,33
dy****,2020-09-18 01:19:11.415000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,1개더사요! 동생이 장애가있어서 자주 넘어져서 사게됬어요.,4,1,32
ujeh****,2020-10-04 01:23:43.030000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"다른 제품에 비해 저렴해서
주문할 때 걱정했는데
받아보고 써보니 좋습니다.",5,1,41
1y****,2020-08-29 09:00:17+00:00,옵션/색상 선택해주세요: (옵션3) E2,"판매하는 모델이 아닌 다른 모델 구매했어요
불편한점이 몇개있었는데 연락하니
담당자분께서 정말 초 스피드로 해결해주셨어요
일반적인 상품이 아니라 다른 상품 포함해서 후기 많이 보니 가볍고 등이 접히는게 이동에 정말 좋아요",5,1,122
smso****,2020-09-09 09:21:27.580000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"어머니께서  일반의자보다  더 편안해  하시네요.   탄탄하고  , 가볍고   ,  손잡이 접히고   만족",5,1,59
plut*****,2020-09-15 00:53:08.694000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"아주 훌룡합니다.
합리적인 가격에 기능도 좋고 생각보다 내구성도 있어 보입니다.",5,1,44
gh****,2020-09-11 04:42:29.592000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,어머니가 무게가있으시고 무릎양쪽수술인데ㅡ너무만족해  해서ㅡ저도좋네요,5,1,37
yunm*****,2020-08-01 04:19:06+00:00,옵션/색상 선택해주세요: (옵션3) E2,"일단 코너링이 너무좋구요
펼쳤다 접는것도 너무 간편하네요
시어머니 선물로 드렸는데 너무 좋아하시더라구요 이번여름에 여행가려고샀는데 편한 휠체어덕에 편한 여행 되실것같아요
틈만나면 휠체어 검색하느라 힘들었는데 역시 가성비 최고란 후기보고 선택했는데 제 선택에 칭찬해주고싶네요 좋은제품 감사합니다",5,1,163
no****,2020-09-24 01:08:52.319000+00:00,옵션/색상 선택해주세요: (옵션3) E2,"편리하게 접었다 펼 수 있음.
크기에 비해 무게가 적당하고 브레이크와 안전띠 등이 잘 갖추어짐",5,1,52
yunm*****,2020-09-28 23:25:33.140000+00:00,옵션/색상 선택해주세요: (옵션3) E2,바퀴 정말 잘 굴러가고 편안합니다 진작 구매할껄싶어요 최고요,5,1,33
dlwn*****,2020-09-25 06:08:30.730000+00:00,,"불편함 없이 잘 사용할수있을정도입니다
좋은 상품 감사합니다",5,1,32
jin9*****,2020-09-21 08:09:21.722000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"요양원에 계시는 엄마가 사용하려고 구매했습니다.
저렴하고 튼튼하고 맘에 드네요",5,1,43
idk9****,2020-09-10 00:17:15.402000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,고급스럽지는 않지만 가격대비 가성비 좋은거같아요 있을거 다있고 많이 무겁지도 않고 사용할만하네요 쿠션은 따로 사서 같이 사용하는게 좋을거같아요~!,5,1,81
flow********,2020-08-05 02:21:01+00:00,옵션/색상 선택해주세요: (옵션2) E1 군청색,"상품 만족입니다
가성비 좋고  병원에서 쓰던것보다 부족함없어 보입니다
손잡이 브레이크도 잘 되네요
제주문 잘못으로 E2로 교환했는데  친절하게 해주셔서 감사드려요^^
상담도 여러번 드렸는데 그때마다 상담도 잘해주시고
제품도 만족합니다",5,1,130
hyol****,2020-08-25 14:28:59+00:00,옵션/색상 선택해주세요: (옵션3) E2,"가볍고 좋아요.
가격 대 만족.
크기가 커서 걱정했지만 뒤거 접어져서 편해요. 높이가 높아서 뒤에서 밀기 편하고 브레이크가 있어서 정말 좋아요.
혼자 사용하는 사람은 크기가 커서 약간 불편할수있어요.
하지만 혼자 스스로 사용하지 않는다면 적극 추천합니다.",5,1,142
dmdt*******,2020-09-11 11:50:30.436000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,앉는부분도 짱짱하고 손잡이 접히는것도 너무 좋아요 아버지가 정말 좋아하셨어요 감사합니다,5,1,48
kn****,2020-09-27 09:10:12.831000+00:00,옵션/색상 선택해주세요: (옵션2) E1 군청색,"어머니가 여행하실때 잘 쓰고
너무너무 편하게 쓰고있어요!!!!",4,1,34
yo****,2020-07-31 06:07:37+00:00,옵션/색상 선택해주세요: (옵션3) E2,"아이 학교다닐때 타고다니려고 샀습니다. 
어제 받아서 오늘 처음 타봤는데 가볍고 깔끔하고 좋은데 바퀴가 딱딱해서 인지 건물안에서는 부드럽게 잘 굴러가는데 밖에나가서 보도블럭을 다니게 되니 흔들림도 심하고(아이의 표현대로라면 4D 타는것 같음) 횡단보도턱에도 잘 걸리네요.
학교가는길이 좀 험하긴 합니다.
그래도 비싸지않은 가격으로 휠체어를 구매할 수 있어서 좋았습니다.",4,1,206
suny****,2020-09-25 23:39:58.844000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,"생각했던 그대로의 훨체어 입니다
튼튼하고 잘 사용할것같습니다",5,1,33
luke****,2020-08-22 07:18:46+00:00,옵션/색상 선택해주세요: (옵션3) E2,"배솽도 빠르고 전화문의도 잘받아주시고
12킬로 정도 된다는데 무거워요 그럼 다른 제품 18킬로나15킬로는 어떻게 쓰시는지
잘산것같아요 일단 튼튼해 보여요",5,1,85
anse******,2020-09-23 04:13:57.190000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,다리가 불편하신 아버님 드리려고 주문했는데 가볍고 넘 좋습니다.,5,1,35
bbit***,2020-08-25 05:58:17+00:00,옵션/색상 선택해주세요: (옵션3) E2,할머니가 거동이 불편하셔서 구매했는데 제가 직접 앉아보니 편하고 튼튼하더라구요! 바퀴도 잘돌아가고 안전밸트도 있어서 더 좋았어요! 할머니께서 발받침대를 밟고 올라가셨는데도 안망가지더라구요! 브레이크도 잘잡히고 이 가격대에 아주 만족합니다~,5,1,133
kk****,2020-08-15 01:24:18+00:00,옵션/색상 선택해주세요: (옵션3) E2,우선 가볍고 좋으네요 튼튼하고 그런데 한가지 아쉬운건 의자가 천으로 되어있어서 좀 아쉬웠어요. 그것빼곤 좋아요,4,1,61
jeon*****,2020-08-21 07:52:50+00:00,옵션/색상 선택해주세요: (옵션3) E2,"몇일 써봤는데 좋아요~엄마가 퇴원하시고 기력이 없어서 많이 이동할때 사용하는데 
잘 산거 같아요",5,1,53
qudt********,2020-09-11 23:17:18.482000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,튼튼하고 마감도 깔끔해요 가격보고샀지만 품질이 좋아서 기분좋네요,5,1,35
fox3***,2020-09-19 00:47:05.678000+00:00,옵션/색상 선택해주세요: (옵션3) E2,"어머님이쓰시는건데 빌어줄때 가볍고 이동할때
대여한것보다 편해요",5,1,34
nj****,2020-07-09 05:53:30+00:00,옵션/색상 선택해주세요: (옵션3) E2,"우선 저희엄마는 2급하반신 장애를 갖고 계시고
목발짚고 보행은 가능하시나
다리 신경이 70프로 죽은 상태라 다리를 끌듯 잠시 보행가능하세요
갈수록 보행시간이 조금만 (30분가량)길어져도 다리가 붓고 붉은반점이 올라오고 다리 힘이 풀려 주저 앉아버리시는 일이 많아
차량이동이 아니면 밖을 못다니세요

몇번을 휠체어 구매를 권했으나
자식부담될까 극구 거부해오던중
얼마전 휠체어대여해서 한번 타보시곤
참 편하고 좋아하는 모습을 숨기지 못하셔서
이번에 강제로 제가 구매했습니다.
어제구매해서 오늘받아보았구요
엄마가 받아서 저는 아직 실물은 못본상태구요
살짝의 불만섞인 상품평에 자신감있는 판매자분 답글을 보며 저도 엄마가 마음에 들기를 조금 기대했었어요(티한장도 엄청까다로우신 분입니다)

엄마가 하신 말씀 그대로 옮깁니다.

편하고 휠체어가 가질 수 있는 능력은 모두 갖고있으면서 작아서 너무 마음에 든다.
크기가 조금만 더 작았음 좋았겠는데
(키 153입니다^^ 제가 평소 난쟁이 똥자루 라고 엄마한테 놀립니다^^)
이크기도 너무 마음에 든다.

라고 하셨어요.
상품평에 휠체어에 오래 생활하는 사람들한테는 조금 불편하다던데 ...라고 엄마한테 말하니

아니! 오래생활해도 편하다.
물건을 어디서 이렇게 마음에드는걸 샀는지...
라고 하고 통화끊자마자
평 씁니다.

저는 상품평 길게 안써요
N페이받을려고 쓰는경우가 많은데
늘 외출을 힘겨워하는  엄마가 마음에 들어하니
너무 기분이 좋고
판매자님께 감사드리고 싶네요
앞으로도 좋은 물건 만들어주세요
감사합니다",5,1,758
choi*****,2020-09-20 06:22:12.393000+00:00,옵션/색상 선택해주세요: (옵션3) E2 군청색,할머니 사드렸는데 움직일때도 아주 가볍고 잘 움직여져서 편해용,5,1,34
rock*****,2020-08-11 00:30:36+00:00,옵션/색상 선택해주세요: (옵션2) E1 군청색,"택배마감지나서야 급하게 연락을 드려서 구매했는데..상담도 친절하게 해주셨고 저의 급한 마음도 알아주시고 빨리받을수 있게 처리해주셔서 바로 다음날 받을수 있었어요 사장님 덕분에  할머니도편하게 움직이실수 있게 되었고 간병하는 저희엄마도  불편을 덜었답니다.
휠체어도 가볍고 튼튼해서 잘쓰고 있습니다  감사합니다 번창하세요^^",5,1,180
